Days to Ship,Sales Forecast,Ship Status,Category,City,Country,Customer Name,Order Date,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Mode,State,Sub-Category
4,205,Shipped Early,Office Supplies,Houston,United States,Zuschuss Carroll,6/19/17,US-2017-102288,Xerox 1982,47.5072,8,Central,146.176,Consumer,Standard Class,Texas,Paper
2,54,Shipped Early,Furniture,Newark,United States,Katharine Harms,6/19/17,CA-2017-128944,Contemporary Wood/Metal Frame,7.272,3,East,38.784,Corporate,Second Class,Ohio,Furnishings
2,171,Shipped Early,Technology,Newark,United States,Katharine Harms,6/19/17,CA-2017-128944,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",1.5291,9,East,122.328,Corporate,Second Class,Ohio,Accessories
7,16,Shipped Late,Office Supplies,New York City,United States,Jim Sink,6/19/17,CA-2017-169999,Wilson Jones Turn Tabs Binder Tool for Ring Binders,3.7596,3,East,11.568,Corporate,Standard Class,New York,Binders
2,1065,Shipped Early,Furniture,Newark,United States,Katharine Harms,6/19/17,CA-2017-128944,Global Ergonomic Managers Chair,-43.4352,6,East,760.116,Corporate,Second Class,Ohio,Chairs
7,641,Shipped Late,Furniture,Dallas,United States,Deborah Brumfield,6/19/17,CA-2017-154011,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",-84.9615,3,Central,457.485,Home Office,Standard Class,Texas,Tables
4,3,Shipped Early,Office Supplies,Houston,United States,Zuschuss Carroll,6/19/17,US-2017-102288,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",-5.2072,1,Central,2.264,Consumer,Standard Class,Texas,Appliances
4,1,Shipped Early,Office Supplies,Houston,United States,Zuschuss Carroll,6/19/17,US-2017-102288,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,-1.11,1,Central,0.444,Consumer,Standard Class,Texas,Appliances
7,10,Shipped Late,Office Supplies,Dallas,United States,Deborah Brumfield,6/19/17,CA-2017-154011,GBC Plasticlear Binding Covers,-11.0208,3,Central,6.888,Home Office,Standard Class,Texas,Binders
5,54,Shipped Early,Office Supplies,Los Angeles,United States,Craig Carreira,6/18/17,CA-2017-112753,Xerox 1930,19.0512,6,West,38.88,Consumer,Standard Class,California,Paper
5,1287,Shipped Early,Furniture,Los Angeles,United States,Craig Carreira,6/18/17,CA-2017-112753,"Bush Andora Bookcase, Maple/Graphite Gray Finish",75.5937,9,West,917.9235,Consumer,Standard Class,California,Bookcases
2,104,Shipped Early,Office Supplies,Corpus Christi,United States,Neil Knudson,6/18/17,CA-2017-162712,Xerox 1925,23.235,3,Central,74.352,Home Office,Second Class,Texas,Paper
4,218,Shipped Late,Furniture,Olympia,United States,Philip Fox,6/17/17,CA-2017-118437,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",46.575,3,West,155.25,Consumer,Second Class,Washington,Furnishings
4,20,Shipped Late,Office Supplies,Olympia,United States,Philip Fox,6/17/17,CA-2017-118437,Project Tote Personal File,4.0687,1,West,14.03,Consumer,Second Class,Washington,Storage
4,4772,Shipped Early,Technology,New York City,United States,Steven Roelle,6/17/17,CA-2017-165323,Hewlett-Packard Desktjet 6988DT Refurbished Printer,1668.205,5,East,3404.5,Home Office,Standard Class,New York,Machines
4,142,Shipped Early,Technology,New York City,United States,Steven Roelle,6/17/17,CA-2017-165323,Kingston Digital DataTraveler 64GB USB 2.0,8.1072,3,East,101.34,Home Office,Standard Class,New York,Accessories
3,72,Shipped Late,Office Supplies,San Francisco,United States,Katherine Ducich,6/17/17,CA-2017-157833,Trimflex Flexible Post Binders,17.9592,3,West,51.312,Consumer,First Class,California,Binders
3,17,Shipped Late,Office Supplies,Skokie,United States,Luke Schmidt,6/17/17,CA-2017-131618,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",4.4312,2,Central,12.224,Corporate,First Class,Illinois,Paper
3,205,Shipped Late,Office Supplies,Commerce City,United States,Ryan Akin,6/17/17,CA-2017-146346,Carina Media Storage Towers in Natural & Black,-32.9292,3,West,146.352,Consumer,First Class,Colorado,Storage
3,3,Shipped Late,Office Supplies,Skokie,United States,Luke Schmidt,6/17/17,CA-2017-131618,Avery Durable Binders,-3.5712,4,Central,2.304,Corporate,First Class,Illinois,Binders
3,13,Shipped Late,Office Supplies,Skokie,United States,Luke Schmidt,6/17/17,CA-2017-131618,Fellowes Binding Cases,-16.38,4,Central,9.36,Corporate,First Class,Illinois,Binders
5,423,Shipped Late,Furniture,Florence,United States,Joel Eaton,6/16/17,CA-2017-129462,"Global Airflow Leather Mesh Back Chair, Black",90.588,2,South,301.96,Consumer,Second Class,Kentucky,Chairs
5,253,Shipped Late,Office Supplies,Florence,United States,Joel Eaton,6/16/17,CA-2017-129462,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",50.5848,3,South,180.66,Consumer,Second Class,Kentucky,Appliances
5,269,Shipped Late,Technology,Florence,United States,Joel Eaton,6/16/17,CA-2017-129462,Pyle PMP37LED,51.8346,2,South,191.98,Consumer,Second Class,Kentucky,Phones
5,92,Shipped Late,Technology,Florence,United States,Joel Eaton,6/16/17,CA-2017-129462,Clarity 53712,17.1574,1,South,65.99,Consumer,Second Class,Kentucky,Phones
3,26,Shipped Late,Office Supplies,San Francisco,United States,Troy Staebel,6/16/17,CA-2017-105214,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",8.7138,2,West,18.54,Consumer,First Class,California,Paper
5,23,Shipped Early,Office Supplies,Carlsbad,United States,Alejandro Ballentine,6/16/17,CA-2017-155873,Acme Elite Stainless Steel Scissors,4.3368,2,West,16.68,Home Office,Standard Class,New Mexico,Supplies
5,27,Shipped Early,Office Supplies,Carlsbad,United States,Alejandro Ballentine,6/16/17,CA-2017-155873,Xerox 215,9.3312,3,West,19.44,Home Office,Standard Class,New Mexico,Paper
5,269,Shipped Early,Office Supplies,Carlsbad,United States,Alejandro Ballentine,6/16/17,CA-2017-155873,Xerox 1885,92.2368,4,West,192.16,Home Office,Standard Class,New Mexico,Paper
4,20,Shipped Early,Office Supplies,Chapel Hill,United States,Claudia Bergmann,6/16/17,CA-2017-136826,"Quartet Omega Colored Chalk, 12/Pack",4.7304,3,South,14.016,Corporate,Standard Class,North Carolina,Art
3,1700,Shipped Late,Furniture,San Francisco,United States,Troy Staebel,6/16/17,CA-2017-105214,Hon Multipurpose Stacking Arm Chairs,90.972,7,West,1212.96,Consumer,First Class,California,Chairs
2,673,Shipped Early,Technology,Dublin,United States,Christine Sundaresam,6/16/17,CA-2017-111269,Logitech Wireless Performance Mouse MX for PC and Mac,107.9892,6,East,479.952,Consumer,Second Class,Ohio,Accessories
2,34,Shipped Early,Office Supplies,Dublin,United States,Christine Sundaresam,6/16/17,CA-2017-111269,Newell 330,1.794,5,East,23.92,Consumer,Second Class,Ohio,Art
5,8,Shipped Early,Office Supplies,Chicago,United States,Michael Kennedy,6/16/17,US-2017-132206,Storex DuraTech Recycled Plastic Frosted Binders,-8.904,7,Central,5.936,Corporate,Standard Class,Illinois,Binders
5,6,Shipped Early,Office Supplies,Los Angeles,United States,Stuart Calhoun,6/15/17,CA-2017-135167,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",1.7466,1,West,4.26,Consumer,Standard Class,California,Art
3,62,Shipped Late,Office Supplies,Maple Grove,United States,Dean percer,6/15/17,CA-2017-169691,Avery 490,22.2,3,Central,44.4,Home Office,First Class,Minnesota,Labels
3,119,Shipped Late,Office Supplies,Maple Grove,United States,Dean percer,6/15/17,CA-2017-169691,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",22.8285,5,Central,84.55,Home Office,First Class,Minnesota,Storage
3,25,Shipped Late,Office Supplies,Maple Grove,United States,Dean percer,6/15/17,CA-2017-169691,Xerox 1992,8.7906,3,Central,17.94,Home Office,First Class,Minnesota,Paper
4,67,Shipped Early,Technology,San Francisco,United States,Clay Cheatham,6/15/17,CA-2017-169901,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,4.7976,3,West,47.976,Consumer,Standard Class,California,Phones
7,27,Shipped Late,Office Supplies,Quincy,United States,Tamara Dahlen,6/15/17,CA-2017-111178,Newell 331,1.7115,5,Central,19.56,Consumer,Standard Class,Illinois,Art
4,168,Shipped Late,Technology,Los Angeles,United States,Kristen Hastings,6/15/17,CA-2017-118864,Panasonic KX T7736-B Digital phone,7.4975,1,West,119.96,Corporate,Second Class,California,Phones
5,336,Shipped Early,Technology,Nashville,United States,Thomas Seio,6/15/17,CA-2017-119284,HTC One,26.9973,3,South,239.976,Corporate,Standard Class,Tennessee,Phones
5,44,Shipped Early,Furniture,Nashville,United States,Thomas Seio,6/15/17,CA-2017-119284,Staple-based wall hangings,9.3504,4,South,31.168,Corporate,Standard Class,Tennessee,Furnishings
5,3139,Shipped Early,Technology,Nashville,United States,Thomas Seio,6/15/17,CA-2017-119284,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),223.9936,8,South,2239.936,Corporate,Standard Class,Tennessee,Phones
5,107,Shipped Early,Office Supplies,Nashville,United States,Thomas Seio,6/15/17,CA-2017-119284,Staple holder,6.7032,8,South,76.608,Corporate,Standard Class,Tennessee,Appliances
5,200,Shipped Early,Office Supplies,Nashville,United States,Thomas Seio,6/15/17,CA-2017-119284,"Hot File 7-Pocket, Floor Stand",17.847,1,South,142.776,Corporate,Standard Class,Tennessee,Storage
5,128,Shipped Early,Office Supplies,Nashville,United States,Thomas Seio,6/15/17,CA-2017-119284,Xerox 1955,29.692,5,South,91.36,Corporate,Standard Class,Tennessee,Paper
4,979,Shipped Early,Furniture,Monroe,United States,Joe Elijah,6/15/17,CA-2017-126914,Global Executive Mid-Back Manager's Chair,52.3764,3,South,698.352,Consumer,Standard Class,North Carolina,Chairs
4,109,Shipped Early,Furniture,Monroe,United States,Joe Elijah,6/15/17,CA-2017-126914,O'Sullivan 2-Shelf Heavy-Duty Bookcases,-3.8864,2,South,77.728,Consumer,Standard Class,North Carolina,Bookcases
5,170,Shipped Early,Furniture,Nashville,United States,Thomas Seio,6/15/17,CA-2017-119284,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",-28.224,2,South,120.96,Corporate,Standard Class,Tennessee,Tables
4,255,Shipped Early,Office Supplies,Springfield,United States,Paul Gonzalez,6/13/17,CA-2017-122056,Boston 1799 Powerhouse Electric Pencil Sharpener,50.9208,7,South,181.86,Consumer,Standard Class,Virginia,Art
3,231,Shipped Late,Office Supplies,Chicago,United States,Shirley Daniels,6/13/17,CA-2017-102337,"Belkin 19"" Vented Equipment Shelf, Black",-39.1248,4,Central,164.736,Home Office,First Class,Illinois,Storage
3,67,Shipped Late,Technology,Chicago,United States,Shirley Daniels,6/13/17,CA-2017-102337,OtterBox Defender Series Case - Samsung Galaxy S4,5.998,2,Central,47.984,Home Office,First Class,Illinois,Phones
6,408,Shipped On Time,Furniture,Seattle,United States,Tamara Willingham,6/13/17,CA-2017-104850,"Global Wood Trimmed Manager's Task Chair, Khaki",-25.4744,4,West,291.136,Home Office,Standard Class,Washington,Chairs
3,659,Shipped Late,Furniture,Chicago,United States,Shirley Daniels,6/13/17,CA-2017-102337,Global Super Steno Chair,-87.3418,7,Central,470.302,Home Office,First Class,Illinois,Chairs
7,128,Shipped Late,Office Supplies,Columbus,United States,Maria Etezadi,6/12/17,CA-2017-148474,Ibico Plastic Spiral Binding Combs,41.952,3,South,91.2,Home Office,Standard Class,Georgia,Binders
7,635,Shipped Late,Furniture,Columbus,United States,Maria Etezadi,6/12/17,CA-2017-148474,"Iceberg OfficeWorks 42"" Round Tables",67.941,3,South,452.94,Home Office,Standard Class,Georgia,Tables
6,27,Shipped On Time,Office Supplies,New York City,United States,Sarah Bern,6/12/17,CA-2017-108441,"TOPS Voice Message Log Book, Flash Format",9.3296,4,East,19.04,Consumer,Standard Class,New York,Paper
6,90,Shipped On Time,Office Supplies,New York City,United States,Sarah Bern,6/12/17,CA-2017-108441,Boston 1730 StandUp Electric Pencil Sharpener,16.6764,3,East,64.14,Consumer,Standard Class,New York,Art
2,27,Shipped Early,Office Supplies,Kent,United States,Sarah Brown,6/12/17,CA-2017-119424,Xerox 203,9.3312,3,West,19.44,Consumer,Second Class,Washington,Paper
6,1203,Shipped On Time,Furniture,New York City,United States,Sarah Bern,6/12/17,CA-2017-108441,Safco Contoured Stacking Chairs,143.04,4,East,858.24,Consumer,Standard Class,New York,Chairs
6,18,Shipped On Time,Office Supplies,New York City,United States,Sarah Bern,6/12/17,CA-2017-108441,Angle-D Ring Binders,4.2666,3,East,13.128,Consumer,Standard Class,New York,Binders
7,24,Shipped Late,Furniture,Saint Petersburg,United States,Lena Creighton,6/12/17,CA-2017-143861,Dana Swing-Arm Lamps,1.068,2,South,17.088,Consumer,Standard Class,Florida,Furnishings
4,90,Shipped Early,Technology,Marion,United States,Hunter Glantz,6/12/17,CA-2017-117821,Microsoft Sculpt Comfort Mouse,19.176,2,East,63.92,Consumer,Standard Class,Ohio,Accessories
2,101,Shipped Early,Technology,Kent,United States,Sarah Brown,6/12/17,CA-2017-119424,OtterBox Defender Series Case - Samsung Galaxy S4,8.997,3,West,71.976,Consumer,Second Class,Washington,Phones
2,12,Shipped Early,Furniture,Chicago,United States,Troy Staebel,6/12/17,CA-2017-124191,"Eldon Expressions Wood Desk Accessories, Oak",-6.8634,3,Central,8.856,Consumer,Second Class,Illinois,Furnishings
0,172,Shipped On Time,Office Supplies,Los Angeles,United States,Dianna Vittorini,6/11/17,US-2017-152002,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",60.2553,3,West,122.97,Consumer,Same Day,California,Paper
4,5,Shipped Early,Office Supplies,Auburn,United States,Kristina Nunn,6/11/17,CA-2017-102554,"OIC #2 Pencils, Medium Soft",1.0904,2,South,3.76,Home Office,Standard Class,Alabama,Art
2,53,Shipped Early,Office Supplies,Seattle,United States,Tom Boeckenhauer,6/11/17,CA-2017-134565,Xerox 1939,18.2112,2,West,37.94,Consumer,Second Class,Washington,Paper
2,144,Shipped Early,Office Supplies,Seattle,United States,Tom Boeckenhauer,6/11/17,CA-2017-134565,"Belkin 19"" Vented Equipment Shelf, Black",1.0296,2,West,102.96,Consumer,Second Class,Washington,Storage
2,244,Shipped Early,Furniture,Seattle,United States,Tom Boeckenhauer,6/11/17,CA-2017-134565,O'Sullivan 3-Shelf Heavy-Duty Bookcases,41.8608,3,West,174.42,Consumer,Second Class,Washington,Bookcases
3,86,Shipped Late,Office Supplies,Los Angeles,United States,Zuschuss Donatelli,6/11/17,CA-2017-141481,Kensington 6 Outlet Guardian Standard Surge Protector,16.5888,3,West,61.44,Consumer,First Class,California,Appliances
1,394,Shipped On Time,Furniture,Peoria,United States,Becky Castell,6/11/17,US-2017-120418,Global Leather Executive Chair,35.099,1,West,280.792,Home Office,First Class,Arizona,Chairs
1,96,Shipped On Time,Office Supplies,Peoria,United States,Becky Castell,6/11/17,US-2017-120418,"Sortfiler Multipurpose Personal File Organizer, Black",7.7004,4,West,68.448,Home Office,First Class,Arizona,Storage
1,123,Shipped On Time,Office Supplies,Peoria,United States,Becky Castell,6/11/17,US-2017-120418,Boston 16801 Nautilus Battery Pencil Sharpener,6.603,5,West,88.04,Home Office,First Class,Arizona,Art
1,22,Shipped On Time,Office Supplies,Peoria,United States,Becky Castell,6/11/17,US-2017-120418,Newell 319,1.984,1,West,15.872,Home Office,First Class,Arizona,Art
1,302,Shipped On Time,Office Supplies,Peoria,United States,Becky Castell,6/11/17,US-2017-120418,Fellowes Officeware Wire Shelving,-48.5082,3,West,215.592,Home Office,First Class,Arizona,Storage
2,26,Shipped Early,Office Supplies,Seattle,United States,Tom Boeckenhauer,6/11/17,CA-2017-134565,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.6294,6,West,18.288,Consumer,Second Class,Washington,Binders
2,541,Shipped Early,Technology,Seattle,United States,Tom Boeckenhauer,6/11/17,CA-2017-134565,Cisco Desktop Collaboration Experience DX650 IP Video Phone,130.2075,5,West,385.8,Consumer,Second Class,Washington,Machines
6,6,Shipped On Time,Office Supplies,Hickory,United States,Zuschuss Carroll,6/11/17,CA-2017-133928,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-3.81,4,South,4.572,Consumer,Standard Class,North Carolina,Binders
3,41,Shipped Late,Office Supplies,Los Angeles,United States,Michelle Tran,6/10/17,CA-2017-140963,Alphabetical Labels for Top Tab Filing,14.8,2,West,29.6,Home Office,First Class,California,Labels
5,186,Shipped Early,Technology,Rochester Hills,United States,Sean Christensen,6/10/17,CA-2017-106103,Imationæ16GB Mini TravelDrive USB 2.0æFlash Drive,54.3332,4,Central,132.52,Consumer,Standard Class,Michigan,Accessories
3,23,Shipped Late,Office Supplies,Los Angeles,United States,Ben Wallace,6/10/17,CA-2017-143343,Newell 351,4.756,5,West,16.4,Consumer,First Class,California,Art
4,12,Shipped Early,Office Supplies,New York City,United States,Linda Cazamias,6/10/17,CA-2017-167080,Prang Dustless Chalk Sticks,4.2,5,East,8.4,Corporate,Standard Class,New York,Art
5,16,Shipped Early,Office Supplies,Seattle,United States,Bill Donatelli,6/10/17,CA-2017-158071,Avery 512,5.4332,4,West,11.56,Consumer,Standard Class,Washington,Labels
5,22,Shipped Early,Office Supplies,Seattle,United States,Bill Donatelli,6/10/17,CA-2017-158071,Personal File Boxes with Fold-Down Carry Handle,3.895,1,West,15.58,Consumer,Standard Class,Washington,Storage
3,21,Shipped On Time,Office Supplies,Thousand Oaks,United States,George Zrebassa,6/10/17,CA-2017-137001,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4.116,7,West,14.7,Corporate,Second Class,California,Art
4,20,Shipped Late,Office Supplies,New York City,United States,Muhammed MacIntyre,6/10/17,CA-2017-112172,Plymouth Boxed Rubber Bands by Plymouth,0.7065,3,East,14.13,Corporate,Second Class,New York,Fasteners
3,721,Shipped Late,Furniture,Los Angeles,United States,Michelle Tran,6/10/17,CA-2017-140963,O'Sullivan Living Dimensions 2-Shelf Bookcases,-30.245,5,West,514.165,Home Office,First Class,California,Bookcases
3,392,Shipped Late,Technology,Los Angeles,United States,Michelle Tran,6/10/17,CA-2017-140963,iHome FM Clock Radio with Lightning Dock,17.4975,5,West,279.96,Home Office,First Class,California,Phones
0,56,Shipped On Time,Office Supplies,Philadelphia,United States,Carl Ludwig,6/10/17,US-2017-131583,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",15.012,6,East,40.032,Consumer,Same Day,Pennsylvania,Paper
4,1889,Shipped Early,Office Supplies,Jacksonville,United States,Neil Ducich,6/10/17,CA-2017-107167,"24 Capacity Maxi Data Binder Racks, Pearl",84.22,8,South,1347.52,Corporate,Standard Class,Florida,Storage
5,124,Shipped Early,Technology,Seattle,United States,Bill Donatelli,6/10/17,CA-2017-158071,"Logitech B530 USBæHeadsetæ-æheadsetæ- Full size, Binaural",7.7679,3,West,88.776,Consumer,Standard Class,Washington,Phones
5,69,Shipped Early,Office Supplies,Salem,United States,Anna Gayman,6/9/17,US-2017-146822,Easy-staple paper,23.0864,4,South,49.12,Consumer,Standard Class,Virginia,Paper
4,51,Shipped Early,Office Supplies,Chicago,United States,Meg O'Connel,6/9/17,US-2017-106663,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",11.36,8,Central,36.352,Home Office,Standard Class,Illinois,Paper
1,1010,Shipped On Time,Office Supplies,Dallas,United States,Noah Childs,6/9/17,CA-2017-100951,Standard Rollaway File with Lock,54.057,5,Central,720.76,Corporate,First Class,Texas,Storage
4,153,Shipped Early,Furniture,Chicago,United States,Meg O'Connel,6/9/17,US-2017-106663,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",-71.8905,1,Central,108.925,Home Office,Standard Class,Illinois,Tables
4,34,Shipped Early,Furniture,Chicago,United States,Meg O'Connel,6/9/17,US-2017-106663,12-1/2 Diameter Round Wall Clock,-14.3856,3,Central,23.976,Home Office,Standard Class,Illinois,Furnishings
6,15,Shipped On Time,Office Supplies,Norwich,United States,Liz Willingham,6/8/17,CA-2017-117436,Wilson Jones Impact Binders,5.0764,2,East,10.36,Consumer,Standard Class,Connecticut,Binders
2,2099,Shipped Late,Furniture,Los Angeles,United States,Maureen Gastineau,6/8/17,US-2017-109316,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",140.9568,2,West,1497.666,Home Office,First Class,California,Bookcases
2,33,Shipped Early,Office Supplies,Dallas,United States,Tiffany House,6/8/17,CA-2017-132682,Acme Tagit Stainless Steel Antibacterial Scissors,2.079,3,Central,23.76,Corporate,Second Class,Texas,Supplies
2,119,Shipped Early,Office Supplies,Dallas,United States,Tiffany House,6/8/17,CA-2017-132682,Easy-staple paper,28.7064,3,Central,85.056,Corporate,Second Class,Texas,Paper
2,535,Shipped Early,Technology,Dallas,United States,Tiffany House,6/8/17,CA-2017-132682,ClearOne Communications CHAT 70 OCæSpeaker Phone,28.6182,3,Central,381.576,Corporate,Second Class,Texas,Phones
2,25,Shipped Late,Technology,Los Angeles,United States,Maureen Gastineau,6/8/17,US-2017-109316,Shocksock Galaxy S4 Armband,-3.504,2,West,17.52,Home Office,First Class,California,Phones
5,126,Shipped Early,Technology,Glendale,United States,Frank Olsen,6/8/17,US-2017-107979,Memorex Micro Travel Drive 16 GB,12.3123,7,West,89.544,Consumer,Standard Class,Arizona,Accessories
5,49,Shipped Early,Office Supplies,Glendale,United States,Frank Olsen,6/8/17,US-2017-107979,Rogers Deluxe File Chest,-8.3524,2,West,35.168,Consumer,Standard Class,Arizona,Storage
5,102,Shipped Early,Office Supplies,Glendale,United States,Frank Olsen,6/8/17,US-2017-107979,GBC VeloBinder Electric Binding Machine,-48.392,2,West,72.588,Consumer,Standard Class,Arizona,Binders
4,2,Shipped Early,Office Supplies,Pasadena,United States,Dorris liebe,6/8/17,US-2017-155299,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,-4.466,2,Central,1.624,Corporate,Standard Class,Texas,Appliances
5,17,Shipped Early,Office Supplies,Skokie,United States,Ben Wallace,6/8/17,US-2017-106579,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",-18.8728,4,Central,12.176,Consumer,Standard Class,Illinois,Binders
4,7,Shipped Early,Furniture,San Francisco,United States,Gary Hansen,6/6/17,US-2017-131849,"Eldon 300 Class Desk Accessories, Black",2.178,1,West,4.95,Home Office,Standard Class,California,Furnishings
4,37,Shipped Early,Office Supplies,San Francisco,United States,Gary Hansen,6/6/17,US-2017-131849,Sterilite Show Offs Storage Containers,0,5,West,26.4,Home Office,Standard Class,California,Storage
1,659,Shipped On Time,Technology,Pearland,United States,Adrian Barton,6/5/17,CA-2017-126788,LG G3,52.9173,3,Central,470.376,Consumer,First Class,Texas,Phones
4,29,Shipped Early,Office Supplies,Orlando,United States,Noel Staavos,6/5/17,CA-2017-141614,Xerox 227,7.2576,4,South,20.736,Corporate,Standard Class,Florida,Paper
4,17,Shipped Early,Office Supplies,Florence,United States,Dan Campbell,6/4/17,CA-2017-100426,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 _î x 11î",5.616,2,South,12.48,Consumer,Standard Class,Alabama,Paper
6,12,Shipped On Time,Office Supplies,Apple Valley,United States,Carol Triggs,6/4/17,CA-2017-158106,Newell 346,2.5056,3,Central,8.64,Consumer,Standard Class,Minnesota,Art
0,151,Shipped On Time,Office Supplies,Jonesboro,United States,Erica Hernandez,6/4/17,CA-2017-133095,GBC VeloBind Cover Sets,54.04,7,South,108.08,Home Office,Same Day,Arkansas,Binders
0,13,Shipped On Time,Office Supplies,Jonesboro,United States,Erica Hernandez,6/4/17,CA-2017-133095,Insertable Tab Indexes For Data Binders,4.3884,3,South,9.54,Home Office,Same Day,Arkansas,Binders
6,45,Shipped On Time,Furniture,Monroe,United States,Lindsay Williams,6/4/17,CA-2017-158407,Telescoping Adjustable Floor Lamp,1.999,2,South,31.984,Corporate,Standard Class,North Carolina,Furnishings
6,101,Shipped On Time,Technology,Monroe,United States,Lindsay Williams,6/4/17,CA-2017-158407,Innergie mMini Combo Duo USB Travel Charging Kit,25.1944,2,South,71.984,Corporate,Standard Class,North Carolina,Phones
3,43,Shipped On Time,Furniture,Frisco,United States,Erin Mull,6/4/17,CA-2017-149720,Nu-Dell Executive Frame,-17.4432,6,Central,30.336,Consumer,Second Class,Texas,Furnishings
4,9,Shipped Early,Office Supplies,Missouri City,United States,Michelle Lonsdale,6/4/17,CA-2017-158953,Presstex Flexible Ring Binders,-9.555,7,Central,6.37,Corporate,Standard Class,Texas,Binders
5,1541,Shipped Early,Technology,Bellingham,United States,Giulietta Dortch,6/3/17,CA-2017-150420,Plantronics Audio 995 Wireless Stereo Headset,362.835,10,West,1099.5,Corporate,Standard Class,Washington,Accessories
4,63,Shipped Early,Technology,Los Angeles,United States,Saphhira Shifley,6/3/17,CA-2017-145772,Kingston Digital DataTraveler 16GB USB 2.0,8.5025,5,West,44.75,Corporate,Standard Class,California,Accessories
4,17,Shipped Early,Office Supplies,Los Angeles,United States,Saphhira Shifley,6/3/17,CA-2017-145772,Xerox 1947,5.382,2,West,11.96,Corporate,Standard Class,California,Paper
6,110,Shipped On Time,Technology,New York City,United States,Katherine Nockton,6/3/17,CA-2017-113908,Hewlett-Packard 300S Scientific Calculator,36.1836,6,East,78.66,Corporate,Standard Class,New York,Machines
6,64,Shipped On Time,Office Supplies,New York City,United States,Katherine Nockton,6/3/17,CA-2017-113908,Xerox 188,22.2264,4,East,45.36,Corporate,Standard Class,New York,Paper
4,191,Shipped Early,Office Supplies,Spokane,United States,Meg O'Connel,6/3/17,CA-2017-145506,Eldon Gobal File Keepers,5.4504,9,West,136.26,Home Office,Standard Class,Washington,Storage
4,49,Shipped Early,Furniture,Franklin,United States,Heather Kirkland,6/3/17,CA-2017-126382,"Eldon 200 Class Desk Accessories, Burgundy",9.6712,7,South,35.168,Corporate,Standard Class,Tennessee,Furnishings
4,5,Shipped Early,Office Supplies,Los Angeles,United States,Saphhira Shifley,6/3/17,CA-2017-145772,UniKeep View Case Binders,1.2714,1,West,3.912,Corporate,Standard Class,California,Binders
7,7,Shipped Late,Office Supplies,Pembroke Pines,United States,Nick Radford,6/3/17,CA-2017-140872,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",0.585,2,South,5.2,Consumer,Standard Class,Florida,Appliances
7,289,Shipped Late,Technology,Pembroke Pines,United States,Nick Radford,6/3/17,CA-2017-140872,LogitechæP710e Mobile Speakerphone,-2.5749,1,South,205.992,Consumer,Standard Class,Florida,Accessories
7,22,Shipped Late,Office Supplies,Pembroke Pines,United States,Nick Radford,6/3/17,CA-2017-140872,Xerox 206,5.4432,3,South,15.552,Consumer,Standard Class,Florida,Paper
7,706,Shipped Late,Technology,Pembroke Pines,United States,Nick Radford,6/3/17,CA-2017-140872,VTech DS6151,50.396,5,South,503.96,Consumer,Standard Class,Florida,Phones
7,34,Shipped Late,Office Supplies,Pembroke Pines,United States,Nick Radford,6/3/17,CA-2017-140872,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",1.8354,7,South,24.472,Consumer,Standard Class,Florida,Appliances
7,339,Shipped Late,Furniture,Pembroke Pines,United States,Nick Radford,6/3/17,CA-2017-140872,Bush Mission Pointe Library,0,2,South,241.568,Consumer,Standard Class,Florida,Bookcases
